id	off	dup	jp	en	kr
MSG:1:51	0086EF		8b8b3c9d0aac121c9815831112831a00	Fufufu...{D}\nHow,\nindeed.	후후~응\n어떻게 하냐면
MSG:1:52	0086FF		c0c1d2e09c328102109999ad0a1111881a00	Put in 2\nitems...	아이템을 2개 넣으면\n돼
MSG:1:53	008711		c0c1d2e09c328102109998830ac0c1d2e09e318101c4821798881a00	Then,those\ntwo items{D}\nare turned\ninto one!	아이템을 2개 넣으면\n아이템이 1개 나와
MSG:1:54	00872D		a4bd108700	Bye!	그럼 안녕
MSG:1:55	008732		102c1e121e1200	Ah...	아,맞다 맞다
MSG:1:56	008739		d1e1932cc7e6890a80bd9d8301e6010c1b82988815843f00	Ah,right.\nAre you{D}\nequipping\nTalons or{D}\nSaddles?	발톱이나 안장은\n제대로 장비하고 있어?
MSG:1:57	008751		01e6010c1b8411830a9317851f1f84119500	It must\nbe{D}\nequipped\nto help!	장비하지 않으면\n소용없어
MSG:1:58	008763		93b70a951710128700	You\nagain.	여어\n자주 만나네
MSG:1:59	00876C	MSG:1:48	8cbc3f0a1999892c848515bc823f00	Eh? What\nis this,{D}\nyou ask?	엥?\n이게 뭐냐고?
MSG:1:60	00877B		c6df922c1997841187ba00	So nosy!	너도,참 질리지도 않네
MSG:1:61	008786		199989870a0402158eac04000abc821112881a00	This\nis a\n<02>Furnace<00>.	이건 말이야\n<02>용광로<00>\n라고 해
MSG:1:62	00879A		19999c0153bc820ad1e1932cc7e6884c569c0a10a198881a00	It raises\nlevels of\nTalons and{D}\nSaddles.	이걸로\n발톱이나 안장의 LV를\n올리는 거야
MSG:1:63	0087B3		0153110231892c19121a00	How?	쓰는 법은 이래
MSG:1:64	0087BE		8ea502d791852c161f131f110ad1e1152cc7e69c031baf00	First pick\na Talon{D}\nor Saddle\nto raise.	먼저,단련하고 싶은\n발톱이나 안장을 골라
MSG:1:65	0087D6		0310852c1518026e9b1d980ad1e1152cc7e69c031baf00	Next,\npick one{D}\nto merge\nit with.	다음에,섞을\n발톱이나 안장을 골라
MSG:1:66	0087ED		1e1b822c158eac850a017c9c811898881a00	You then\nlight{D}\nthe\nfurnace.	그리고,용광로에\n불을 붙이는 거야
MSG:1:67	0087FF		8cbc3f0aac1293bc82017c9c0a8118988815bc823f00	Eh? How\ndo you\nlight it?	엥?\n어떻게 불을\n붙이냐고?
MSG:1:68	008815		1e9989872c02369c015312881a00	Use a book.	그건 말이야,책을 쓰는 거야
MSG:1:69	008823		ac99ab92111115960a0153bc828f98881a00	Any\nbook is{D}\nfine. Tryit out.	아무거나 좋으니까\n써 봐
MSG:1:70	008835		ac9915ab2c017c9e81179500	Make fire!	어느 책으로든 불이 붙어
MSG:1:71	008841		d1e189d1e1020b01adab0d0ac7e689c7e6020b01adab0a1518026e9b1d98881a00	Try Talon\n/Talon or{D}\nSaddle/\nSaddle{D}\ncombos.	발톱은 발톱끼리{D}\n안장은 안장끼리\n섞는 거야
MSG:1:72	008862		191293bc822cac9dac9d0a0162171b829417881a00	Do that\nand they{D}\ngradually\nimprove.	이렇게 해서 점점\n강하게 만드는 거야
MSG:1:73	008877		9b15bc1f15843f00	Got it?	알겠어?
MSG:1:74	00887F		87ba2c02db1101bb9c0a015c8415bc1f15113f00	Hey,ever\nseen a{D}\npearl?	있잖아,빨간 구슬\n못 봤어?
MSG:1:75	008893		1dbc1517015c81181f88850a0243831b80bdbc1f881a00	I worked\nto find{D}\none,but\ndropped it.	모처럼 찾았는데\n떨어뜨려 버렸어
MSG:1:76	0088AA		8eb71111930a8e1f015c8115981a00	Whateverthough.{D}\nI can\nget more{D}later.	뭐,됐어\n또 찾을 수 있겠지
MSG:1:77	0088B9		8cbc3f0a01bbbc828485bc823f00	Eh? What\nis a{D}\npearl?	엥?\n구슬이 뭐냐고?
MSG:1:78	0088C7		022101af025c848015969e0a83a4199196991f0a02db1101bb1a00	Pearls\ncontain\nmystic{D}\npowers\nwithin.	신기한 힘이\n갇혀 있는\n빨간 구슬이야
MSG:1:79	0088E2		015311023189873d3d00	And...	쓰는 법은 말이야…
MSG:1:80	0088EC		8cbc3f0a02dd85111284bc823f00	Eh? Say\nno more?	엥?\n먼저 말하지 말라고?
MSG:1:81	0088FA		8eb78eb700	Tsk.	뭐 어때
MSG:1:82	0088FF		015311023189870a01e501ba85af811899ad0a1111881a00	I can\nexplain.\nIt is{D}\nfine.{D}\nTo use,{D}\ntoss it\nat an\nenemy.	쓰는 법은 말이야\n상대에게 부딪치면\n돼
MSG:1:83	008917		c6dfa8bc1f960a01e501ba85019b15bc820a1899ad1111881a00	Face\ntoward\na foe,{D}\nthen\nkick it.	너라면\n상대를 향해\n차면 돼
MSG:1:84	008931		1099892c1111953c00	That{D}\nwill do!	그거 좋아~
MSG:1:85	00893A		1e121e120a1a96850147110146920a1098881a00	There isMagicitealso...	맞다 맞다\n파란 돌도\n있어
MSG:1:86	00894E		1099920a11119da89584b73c00	It is\nnice,too.	그것도\n좋단 말이지~
MSG:1:87	00895B		0140971f113f00	Eh?	알고 싶어?
MSG:1:88	008962		8eb72c032416849500	What?	뭐,들어 봐
MSG:1:89	00896B		01471101460a19998e1f2c841584150a015c8115968411881a00	Explain?\nOK,I can.{D}\nMagicite\nis very\nuncommon.	파란 돌\n이것도 좀처럼\n안 보여
MSG:1:90	008985		1999892c015312a818ab0a022101af025c8419839e141998881a00	Using it,\nsomething{D}\nmysterious\nhappens.	이건 쓰기만 해도\n신기한 일이 일어나
MSG:1:91	0089A0		1999191e0a91a5961b11c0c1d2e01a00	With that,\nit is{D}\nquite rare.	이거야말로\n희귀한 아이템이지
MSG:1:92	0089B0		102c91a5961b11c0c1d2e09c0ae9c0c0c1d2e0bc8211129da8bc183f00	So then,\nthose items{D}\nare referred\nto as{D}\nrare items.	아,희귀한 아이템을\n레어 아이템이라고 했던가?
MSG:1:93	0089CD		0249016d02ac1b821411820a849da818ac1a00	We have\ntalked{D}\nabout a\nlot.	이것저것 말해 놓고\n뭐하지만
MSG:1:94	0089E0		f8edf45ded8801fb8c0a019f9782179888890d0a8dac8dac851b1f8d129e0a11118301af129500	Do be\ncareful{D}\nwith how\ndeep you{D}\ntravel\ninto the{D}\ndungeon.	던전 안으로\n내려오는 건{D}\n적당히 하는 게\n좋을 것 같아
MSG:1:95	008A07		e0e71da5850a01ef8c92ac989da89500	Exit if\nit gets{D}\nrough!	무리하지 말고\n마을로 돌아가
MSG:1:96	008A17	MSG:1:54	a4bd108700	Bye!	그럼 안녕
MSG:1:97	008A1C		8cbc3f0a9212015c81181fbc823f00	See ya!\nEh? You{D}\nalready\ngot it?	엥?\n벌써 찾았다고?
MSG:1:98	008A2B		84158415939887ba00	Not too\nshabby!	제법인데
MSG:1:99	008A34		1099191e0a91a5961b11c0c1d2e01a00	With that\nit is{D}\nquite\nrare.	그거야말로\n희귀한 아이템이지
MSG:1:100	008A44		111183199a8500	Timely!	마침 잘 왔어
MSG:1:101	008A4B		01b789872cf45bedd9e09e0a310297036b11034a9da8881a00	It seems\na hamster{D}\ngot lost.	실은,잔햄이\n1마리 들어와 버렸어
MSG:1:102	008A64		109b8282f8edf45ded15960a03739901c41e12831b1f960d0a80bf12ac2ce2edcccf3b850a01c4179b1b821a0d0a14ac9a11820aac19158c019ebc80bdbc1f881a00	He panicked\nwhen he{D}\nsaw a\nmonster,so{D}\nhe ran.	서둘러 던전에서\n데리고 나가려 했더니{D}\n마침 몬스터와\n딱 마주쳐서{D}\n놀라서\n어딘가로 가 버렸어
MSG:1:103	008AA6		10102c1e121e120af45bedd9e0bc8288898700	Ah,when\nit comes{D}\nto\nhamsters...	아,맞다 맞다\n잔햄이란 건 말이야
MSG:1:104	008AB9		80111a17822cddebddeb1b82820a1484158802a19e036511881a00	They are\ntiny and furry{D}with white\nbelly fur.	작고,폭신폭신하고\n배에 난 털이 하얘
MSG:1:105	008AD4		8cbc3f0a1e12a4bd8411bc823f00	Eh? No\nluck,huh?	엥?\n그게 아니라고?
MSG:1:106	008AE2		ac121b822c1988f8edf45ded850a0210bc8219991f8815bc823f00	Why did it\nenter the{D}\ndungeon,you\nask?	어떻게 이 던전에\n들어올 수 있었냐고?
MSG:1:107	008AFD		f45bedd9e0892c026a033b027b9e016217820aac1985ab92030a9998881a00	Hamsters are\ncurious and{D}\nwander all\nover.	잔햄은 호기심이 강해서\n어디든 나타나
MSG:1:108	008B1C		015c81181f960a0277188210a1828700	Help\nhim if{D}\nyou\nsee him.	찾으면\n도와줘
MSG:1:109	008B2C		83199aab2cc6df0aac1293bc82c0c1d2e09c0a01b3bc821198881a00	By the\nway,how\nare you{D}\nholding\nitems?	그런데,너\n아이템을 어떻게\n가지고 있는 거야
MSG:1:110	008B48		dbeddbed0a0333026f8801fb85c0c1d2e09c0210991f0adbc7ea9c01b3bc8211989da800	Right. The\nbag inside\nyour{D}\nfeathers.	흠흠\n깃털 속에 아이템을 넣은\n주머니를 가지고 있구나
MSG:1:111	008B6C		1e9984962c19120a921201ca1b0333026f9c026ca18200	So,\nextend{D}\nyour\nfeathers.	그럼,이렇게\n깃털을 조금 더 펼쳐 봐
MSG:1:112	008B83		1e121e1200	Ah...	그래 그래
MSG:1:113	008B88		1999ab2c921201ca1b0adbc7ea85c0c1d2e09e0a0210989512858498881a00	Now,you\ncan hold\nmore{D}\nitems in\nyour bag.	이제 조금 더\n주머니에 아이템이\n들어가게 됐어
MSG:1:114	008BA7		9515bc1f0a023901b1a89500	Glad\nyou{D}\nare\nOK.	다행이다\n무사해
MSG:1:115	008BB3		a4bd105fc7890a02949c01fa03578c01e8bc8211179500	Then,I\nwill take{D}\nhim to\nthe exit.	그럼 나는\n이 녀석을 지상에 데려다줄게
MSG:1:116	008BCA		c6df922ce0e71b8411ab0a92acbc821411ab9500	Be sure\nto return{D}\nin one\npiece{D}\ntoo.	너도 무리하지 말고\n돌아와
MSG:1:117	008BDE		118192a28a1116850a10979e8312a2a3118e1c00	Thanks\nfor your{D}\nbusiness.	늘 찾아 주셔서\n감사합니다
MSG:1:118	008BF2		9b1f171b2c1988f8edf45ded8801fbab0a01c802159c1b82118e1c00	I run a shop\ninside of{D}\nthis dungeon.	저는 이 던전 안에서\n장사를 하고 있습니다
MSG:1:119	008C0E		0404c5dfe67b7b04003f0a89823f0f0f0f0f00	Who?	<04>카미라 아빠<00>?\n글쎄요?
MSG:1:120	008C21		9b1f171b91890f0f0f0f0a0404f45bd5cf3b04008303581b8e1c00	<04>Camillas\nDad<00>? No,{D}\nMy name\nis <04>Janita<00>.	저는\n<04>자니타<00>라고 합니다
MSG:1:121	008C3C		016f01992c14015c01409714169c00	I know{D}\nyou...	앞으로 잘 부탁드립니다
MSG:1:122	008C4B		1a822c02dd8dac03581b8e1b1f9512850a9b1f171b892c01c802159c1a1d820a111fa8118214978e1c00	As I\nmentioned\nbefore,{D}\nI run a shop.	그럼,방금 말씀드린 대로\n저는 장사를\n하고 있습니다
MSG:1:123	008C75		8485152ca20210970123849288890aa2a3118e1d9d153f00	Is there\nanything{D}\nyou would\nlike to buy?	뭔가 필요한 물건은\n없으신가요?
MSG:1:124	008C8D		10979e8312a2a3118e1b1f00	Thank you.	감사합니다
MSG:1:125	008C99		1a822c0310017d891181034b0a1402879c017f118214168e1bbf123f00	Well,when\nshould I{D}\nopen up shop\nnext time?	그럼,다음엔 언제쯤\n가게를 열어 둘까요?
MSG:1:126	008CB6		14033e023f88a2033c036a9c0a1412159e112c111f1b8e1c0c00	What do\nyou desire?¶	손님의 희망을\n여쭙겠습니다¶
MSG:1:127	008CD0		8e1f2c1402be111b8e1bbf1200	Let us{D}\nmeet again.	또 뵙겠습니다
MSG:1:128	008CDD		02af1796111083ab0c00	floors¶	층쯤 뒤에¶
MSG:1:129	008CE7		ab892c9b1f171b888d12ab0a1402879c017f118214168e1bbf1200	Then,I\nwill go{D}\nahead and\nopen up{D}\nshop.	그럼,제 쪽에서\n가게를 열어 두지요
MSG:1:130	008D02		102c111f111f00	Owowow!	아,찾았다
MSG:1:131	008D09		f45bedd9e0880404fce80400018f15960a10a5159792881a00	I got\nthis from{D}\n<04>Chip<00>.	잔햄 <04>도르<00> 군한테서\n맡아 온 물건이야
MSG:1:132	008D22		0277188217991f140372850a19999c03601b8202fa1b11bc8200	Take it as\nthanks for{D}\nfinding\nhim.	구해 준 답례로\n이걸 전해 달래
MSG:1:133	008D3C		1999890a0402d9e0ddc127cce804000abc821112881a00	This is\na <02>Ham\nWhistle<00>.	이건\n<02>햄 호루라기<00>\n라고 해
MSG:1:134	008D53		19999c035917830404fce80400018f9e0a40c0d3e688cfedcc6015960ac0c1d2e09c318101b3bc821682179998881a00	Blow it and <04>Chip<00>\nwill get an\nitem from inside{D}\n<02>Atlas Dresser<00>.	이걸 불면 <04>도르<00> 군이\n「아트라의 옷장」에서\n아이템을 1개 가져다줘
MSG:1:135	008D83		ac12a8113f0a1ca211a89a1200	Nice,\nhuh?	어때?\n굉장하지
MSG:1:136	008D90		8111ab852cdbc7ea9201b3bc82161f881a00	Oh,your bag.	하는 김에,주머니도 가져왔어
MSG:1:137	008DA2		1999a8832c92bc83c0c1d2e09e021098881a00	Want to carry{D}\nmore items?	이거면 아이템이 더 들어가
MSG:1:138	008DB5		1e121e122c1e1293bc8200	Right...	그래 그래,그렇게
MSG:1:139	008DC0		129d2c1e99ab1111881a00	There.{D}\nHow is it?	응,그러면 돼
MSG:1:140	008DCB		a4bd102c0181158503601b1f15968700	I will hand{D}\nthis back.	그럼,확실히 전했다
MSG:1:141	008DDB		149314930a199d8483199a8eab0a0241821b8e12838900	Well\nwell!{D}\nYou made\nit here!	이런 이런\n이런 곳까지\n와 버리시다니
MSG:1:142	008DF2		1b151b2c80bfbc83034c978e1b1f870a198801f38801b3800352892c02fa036a9e01ca841188ab0a1111f8edf45ded9e2cab168e1d9dab1b1f9500	How troubling.{D}\nThe owner of\nthis body has\nfew desires. It{D}\nmakes for a\ndisappointing\ndungeon.	하지만,조금 곤란하군요\n이 몸의 주인은 욕망이 적어서\n좋은 던전이 안 만들어졌어요
MSG:1:143	008E2D		8e101111ab1bbf120a1dbc15172c1411ab111fa8111f88ab1c15960a149282841b9c1b841899ad2c84978e1d9d8700	But I suppose\nit is fine. You\ncame all the{D}\nway,so I will\ndo my part.	뭐,좋습니다\n모처럼 와 주셨으니\n대접을 해야겠지요
MSG:1:144	008E5C		ab892c01821b9dab111fa8168e1bbf1200	Then,let us\nhave some{D}\nfun!	그럼,즐겨 주시지요
MSG:1:145	008E6D		01de160173ae969999ad843d3d0a89bc89bc893d3d0c00	If you live!\nHahaha...¶	살아남을 수 있다면 말이지…\n하하하…¶
MSG:1:146	008E84		93100a8e1f161f8700	Ah,\nyou{D}\ncame\nback.	여어\n또 왔네
MSG:1:147	008E8D		0404c5dfe67b7b04009e0a027715bc1f8301afbc1f888500	<04>Camillas\nDad<00> is{D}\nsafe...	<04>카미라 아빠<00>가\n살았다 싶었더니
MSG:1:148	008EA5		0310890404c0d3e60400153d3d00	But now,{D}\n<04>Atla<00>...	이번엔 <04>아트라<00>인가…
MSG:1:149	008EB3		c5e98802fa036a8901f6161e12a815960af8edf45ded9201f61611a89a128700	His\ndungeon is{D}\nquite large,\nas are his{D}\ndesires.	그 녀석은 욕망이 커 보이니까\n던전도 크겠지
MSG:1:150	008ED3		8cbc3f0a849dab1e9d84850a179b1b119da8bc823f00	Eh?{D}\nHow do I\nknow\nthat?	엥?\n왜 그렇게\n잘 아냐고?
MSG:1:151	008EE9		132c132c133c830a1e2c1e99893c00	Er,uh\nwell...	어,어,어~\n그,그건~
MSG:1:152	008EF8		83199aab2100	Well!	그건 그렇고!
MSG:1:153	008EFE		02b51b17015c81181fc0c1d2e09c0a01b3bc82161f881a00	Anyway! I\nbrought a{D}\nnewly-\ndiscovered{D}\nitem.	새로 찾은 아이템을\n가져왔어
MSG:1:154	008F16		1faf9d2c029101d013a8830a01af129da818ac1a00	It seems\nto be a{D}\npotted\nplant.	아마,화분인 것\n같은데
MSG:1:155	008F2B		95179b159684119da89500	Not sure!	잘 모르겠어
MSG:1:156	008F36		0404c5dfe6040085032411828f988311119500	Ask <04>Camilla<00>.	<04>카미라<00>한테 물어보면 돼
MSG:1:157	008F49		c5d8f45d890a03369e026a16a815960d0a1988c0c1d2e0880153110231920a9b159815921b9984111a00	She loves\nflowers.{D}\nShe may knowwhat to do{D}\nwith it.	그 애는\n꽃을 좋아하니까{D}\n이 아이템 쓰는 법도\n알지 몰라
MSG:1:158	008F73		a4bd10870a5fc78801dd01f389dadfd11a00	My identityis secret.{D}\nBye!	그럼 안녕\n내 정체는 비밀이야
MSG:1:159	008F85		8b9d2c8b9d00	Hm...	흠,흠
MSG:1:160	008F8B		84988dac3d3d00	Yes...	그렇군…
MSG:1:161	008F92		9d3f00	Eh?	응?
MSG:1:162	008F95		c6df150a80bfbc838ebc828700	Wait a\nmoment.	너구나\n잠깐 기다려
MSG:1:163	008FA2		19999e191284bc828200	This,here.	이게 이렇게 돼 있고
MSG:1:164	008FAC		1a96851999921912ab00	Then,this!	게다가 이것도 이래서
MSG:1:165	008FB6		191284bc8298833d3d00	Then...	이렇게 되면…
MSG:1:166	008FC0		123c9d2c1ca21100	Amazing!	으음~,굉장해
MSG:1:167	008FC8		92120140bc829815921b99841118ac0a158eac9e7beb3bc0277d1b8298881a00	I think I\nunderstand.{D}\nThis <02>furnace<00>\nis powering{D}\nup.	이미 알지도 모르지만\n용광로가 파워업했어
MSG:1:168	008FE8		cfd79211bc1bbf85026e027c1c98830a119a119a022e03351c98951284881a00	Using a\nseed,it can{D}\nmake many\nthings!	씨앗도 같이 합성하면\n여러 가지로 변하나 봐
MSG:1:169	009008		ab922cac12022e03351c988815890a93bc828f8411838700	To find\nhow,{D}\nyou must\ntry and see.	하지만,어떻게 변할지는\n해 봐야 알아
MSG:1:170	009020	MSG:1:54	a4bd108700	Hm.	그럼 안녕
MSG:1:171	009025		0404e6ccc7040085920a025f13821415841183873d3d00	<04>Rask<00>\nshould be{D}\ntold as\nwell...	<04>라스크<00>한테도\n알려 줘야겠네…
MSG:1:172	00903C		89bc210a842c842c849dab928411881a00	Wah! It\nit is{D}\nnothing...	헉!\n아,아,아무것도 아니야
MSG:1:173	00904D		1e2c1e121113ad0a198801e29b1f1b1fdbc7ea890aac12a8113f00	A,anyway\nhow is\nthe bag I{D}\ngave you\nearlier?	그,그러고 보니\n저번에 준 주머니는\n어때?
MSG:1:174	009068		9d3f0a3232c92c021098bc823f00	Hm? It\nholds 22?	응?\n22개 들어간다고?
MSG:1:175	009076		1e97bd14151b110a80bd9d8301b3bc82a2969d00	Strange.{D}\nHold it\nthis way.	그거 이상하네\n제대로 들어 봐
MSG:1:176	00908A	MSG:1:112	1e121e1200	Ah...	그래 그래
MSG:1:177	00908F		8d962c92bc830210989512850a84bc1f881a00	Right.\nThere,now{D}\nit can\nhold more.	봐,더 들어가게\n됐어
MSG:1:178	0090A2		14930aa2af1a1f1b8214978e1b1f00	It has been\na while.	어머\n오랜만입니다
MSG:1:179	0090B1		0404f45bd5cf3b0400ab1c00	I am\n{D}<04>Janita<00>.	<04>자니타<00>입니다
MSG:1:180	0090BD		10841f1a8e922c140265025b849512ab00	You look well.	손님도 건강해 보이시네요
MSG:1:181	0090CE		893f0a198801f3ab1c1500	Hm?{D}\nThis\nbody?	네?\n이 몸 말입니까
MSG:1:182	0090D9		13132c10841f881402a202820a0404c0d3e604001a9dab1c00	Right. It\nis your{D}\nfriend,\n<04>Atla<00>.	네,당신의 친구\n<04>아트라<00> 씨입니다
MSG:1:183	0090F2		133c830a0404c5dfe67b7b04001a9d3f0aab1b1fbc183f00	Hmm?{D}\n<04>Camillas\nDad<00> who?	음~\n<04>카미라 아빠<00> 씨?\n였던가요?
MSG:1:184	00910A		1088151f83892c1796b09288850a849684111796110d0a1cad961b1102fa036a9c0a01b3bc821496998e1c9500	Compared to\nhim,this{D}\nperson\npossesses{D}\nmuch greater\ndesires.	그분과는 비교도\n안 될 만큼{D}\n멋진 욕망을\n가지고 계시답니다
MSG:1:185	009137		1a822c01a303638901799c0a1402c591ab1bbf12153f00	Now,\nwhat is{D}\nit you\nwant{D}\ntoday?	그럼,오늘은 무엇을\n찾으시나요?
MSG:1:186	00914E		10210a111183199a8500	Timely!	아!\n마침 잘 왔어
MSG:1:187	009158		1b151b2cc6df890a1181921181922c111183199a8500	But with\nyou,it is{D}\nalways good\ntiming!	그런데,너는\n늘 딱 좋을 때 오네
MSG:1:188	00916E		102c1e121e120a8e1ff45bedd9e09e3102970a8e9f99199da8881a00	Ah\nright. One\nhamster{D}\nis still\nlost\ninside.	아,맞다 맞다\n또 잔햄이 1마리\n섞여 들어왔어
MSG:1:189	00918A		1c8e841118ac920a8e1f2c0277188210a1829500	Sorry to\nask,but{D}\ncould you\nhelp?	미안하지만\n또 도와줘
MSG:1:190	00919E		8d9d83853c0aac198c11bc1f881a00	Truly<\nWhere{D}\nis it?	정말~\n어디 간 거야
MSG:1:191	0091AD		8c3f0a848584853f00	Eh?\nWhat!?	엥?\n뭐야 뭐야?
MSG:1:192	0091B6		103c210d0a3d3d3d87829800	!{D}\nAsleep!	아~!{D}\n……자고 있어
MSG:1:193	0091C2		8d968d960a025a98881a00	Come\nnow!	자자\n돌아가자
MSG:1:194	0091CD		015c8118821799820a10979e831200	Thanks\nfor{D}\nfinding\nher.	찾아 줘서\n고마워
MSG:1:195	0091DC	MSG:1:130	102c111f111f00	Ah!	아,찾았다
MSG:1:196	0091E3		c6df921997841187ba00	So nosy!	너도 참 질리지도 않네
MSG:1:197	0091ED		0404c0d3e604009e027b03643f00	<04>Atla<00>...	<04>아트라<00>가 걱정돼?
MSG:1:198	0091FB		c5e99e2cc6df85033888031702559c0a015c1d8217991f3f00	Worried for\nhim,huh?{D}\nIs it\nbecause{D}\nhe showed\nyou the{D}\noutside\nworld?	그 녀석이 너한테 바깥세상을\n보여 줬다고?
MSG:1:199	009214		1e12153c0a0236020889c1c1e3d1849da800	How nice\nof him...	그렇구나~\n사실은 좋은 녀석이네
MSG:1:200	009226		c5e9831198830a119a119a1098bc823f00	Is\neverything{D}OK\nbetween{D}\nyou?	그 녀석이랑 있으면\n이런저런 일이 있다고?
MSG:1:201	009237		8eb72c1e97bd108801db0256a815960a119a119a1098a89a121a00	His\npersonality{D}\ncan cause a\nlot of{D}\ntrouble.	뭐,그런 성격이니까\n이런저런 일이 있겠지
MSG:1:202	009252		1e121e123d3d3d00	Mm...	맞다 맞다…
MSG:1:203	00925A		10993f00	Eh?	어라?
MSG:1:204	00925E		849da8bc183f00	What?	뭐였더라?
MSG:1:205	009265		d9d9d9d90a84859c1b85161f9da8bc183f00	Hahaha.\nWhy am I{D}\nhere,you\nask?	하하하하\n뭐 하러 왔더라?
MSG:1:206	009277		8eb711111a0aa4bdb7873c00	Pay\nno{D}\nmind.\nBye!	뭐,됐어\n그럼 안녕~
MSG:1:207	009283		143c1100	Hey!	어~이
MSG:1:208	009287		01af1101c41b1f9500	Oh!	생각났어
MSG:1:209	009290		19999c03601c1f91850a161f881a00	I am\nhere to{D}\ngive\nthis!	이걸 주려고\n왔어
MSG:1:210	00929F		5fc79e1181920a0153bc821198dbc7ea1a00	This is\nthe bag{D}\nI always\nuse.	내가 늘\n쓰는 주머니야
MSG:1:211	0092B1		1999abc0c1d2e09e0a333203468eab01b38298881a00	This bag\ncan hold{D}\nup to 32\nitems.	이거면 아이템을\n32개까지 가질 수 있어
MSG:1:212	0092C7		5fc789c5e6f89e01f6161115960a921201ca1b1f171a9d01b3829818ac8700	I can carry\nway more{D}\nbecause of\nmy size...	나는 몸이 크니까\n조금 더 많이 가질 수 있지만
MSG:1:213	0092E6		c6df8496333203468eab0a01b38299ada4be12af9da89a121a00	But 32 is\nprobably{D}\ngood for\nyou!	너라면 32개까지\n가질 수 있으면 충분하겠지
MSG:1:214	009300	MSG:1:54	a4bd108700	Bye!	그럼 안녕
MSG:1:215	009305		3d3d0181151999a8180aa8bc1f95873f00	Is that\nall?	…분명 이것뿐\n이었지?
MSG:1:216	009316		10210f1e121e120a1999199900	Ah!\nThis!	아!맞다 맞다\n이거 이거
MSG:1:217	009323		92123181029101d0139c0a015c81181f881a00	Another\nplant!	화분을 1개 더\n찾았어
MSG:1:218	009336		19198c2c02e3118214178700	Here!	여기에 놓아둘게
MSG:1:219	009342		0404c5dfe67b7b04009e0a027297034a8e990d0a0404c0d3e604009e0a027297034a8e991f00	<04>Camilla<00>had her{D}\nfather\ntaken.{D}\nAnd now<04>Atla<00>.	<04>카미라 아빠<00>가\n사로잡히고{D}\n<04>아트라<00>가\n사로잡혔어
MSG:1:220	009368		f8edf45ded9e01de8e9982161f00	A dungeon{D}\nwas made.	던전이 생겨났어
MSG:1:221	009376		02d3014802d885027297034a8e991fe2d8880a02fa036a9c928385f8edf45ded9c01549800	Wishes of\nthe Tyrian{D}\nCrystal\nvictims form{D}\ndungeons.	자수정에 사로잡힌 자의\n욕망을 바탕으로 던전을 만들어
MSG:1:222	00939B		5fc7892c19999c92120a0179020592015c82161f881a00	I have\nseen{D}\nthis many\ntimes.	나는 이걸 벌써\n몇 번이나 봐 왔어
MSG:1:223	0093B2		02d3014802d8892cf8edf45ded8801fb8c0a0210bc82161fe2d88802ad014f930a034d9c018a110272bc8201f61617849800	The Tyrian\nCrystal\ngrows as it{D}\nabsorbs the\nspirit of\nthose who{D}\nenter.	자수정은 던전 안으로\n들어온 자의 의식과\n영혼을 빨아들여 커져
MSG:1:224	0093E4		1f171a9d018a110272981f91850a0249016d84c0c1d2e09c0243831b820a037011034a90881a00	To absorb\na lot,it\nmakes items{D}\nto entice\nothers to\nenter.	많이 빨아들이려고\n여러 아이템을 떨어뜨려\n꾀어 들이는 거야
MSG:1:225	00940B		1e1b8289a4189800	Then...	그리고 터져
MSG:1:226	009413		89a4188201b5022a88022a01d79c0a031702558cad968e17881a00	It bursts,\nspreading{D}\nover the\nworld.	터져서 자기 분신을\n세상에 흩뿌리는 거야
MSG:1:227	00942E		191985109802d3014802d89e0a01a80199883181a8bc1f88851a00	This\nTyrian{D}\nCrystal\nis the{D}\nfinal\none.	여기 있는 자수정이\n마지막 1개였는데
MSG:1:228	009449		108801ef88ac1915850a012bbc8211989512840a169e1b821f881a00	I knew\nit slept{D}\nin the\nvillage.	저 마을 어딘가에\n잠들어 있는 것\n같았어
MSG:1:229	009465		ab922c02908801fb83890a01af9b8415bc1f9500	I never\nexpected{D}\nthe\nfields.	하지만,밭 속일 줄은\n몰랐어
MSG:1:230	009479		a899159e027297034a8e999801e2850a849d83151b82015c811801c41e12830a01afbc821f88851a00	I think it\nmust be\nfound,before{D}\nit pulls in\nsomeone\nelse!	누군가 사로잡히기 전에\n어떻게든 찾아내려고\n했었는데
MSG:1:231	0094A2		a2919d950a8e16199da4bdbc821a00	Sorry\nfor invol-{D}ving you.	미안해\n끌어들여서
MSG:1:232	0094B1		15849701d4118700	Deep...	꽤 깊네
MSG:1:233	0094B9		c6dfbc821ca2119500	Amazing!	너 정말 굉장해
MSG:1:234	0094C2		199d8402ae01d4178eab0a1798849d821a00	Truly,youmade it{D}\nso deep!	이렇게 깊은 곳까지\n오다니
MSG:1:235	0094D4		0404c0d3e6040092027b0364a818ac0ac0c1d2e09291a5961b113f00	Worried for\n<04>Atla<00>,{D}\nbut so\nmany items,{D}\nhm?	<04>아트라<00>도 걱정이지만\n아이템도 신기해?
MSG:1:236	0094F0		c6dfbc8211118400	You...	너는 좋겠다
